id,Reviews,AspectTerms,OpinionTerms,Categories,Polarities
893,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的,_,很不错,整体,正面
894,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒,赠品,_,价格,正面
895,应该不错吧,_,赞,整体,正面
896,跟我以前在实体店买的不一样，这个用着感觉脸刺痛，假的,_,一般,整体,中性
897,好评，质量不错信赖**！！！,_,不干净,功效,负面
898,清洁效果很好，方便快捷,送货速度,很快,物流,正面
899,还没用，应该不会差,_,很好用,整体,正面
900,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好,活动,_,价格,正面
901,隔离霜用了一次感觉不错，隔离防晒都能代替了，如果用的好还会再买的,味道,一样,气味,正面
902,赠品加面膜，都是补水的。收到了一大箱，能用很久了，用过再来追评。,温和程度,很好,使用体验,正面
903,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好,清洁效果,不错,功效,正面
904,质量不错，和实体店的一样的,泡沫丰富度,一般,使用体验,中性
905,瓶子挺小的，和想象的不一样，呵呵?。总得还好吧,控油效果,还行,功效,正面
906,自然，不卡粉，很接近肤色，满意,保湿效果,挺可以,功效,正面
907,东西很好，**服务，送货速度快。,_,还不错,整体,正面
908,一直都用***不错，特价时多买了一些,_,挺好,整体,正面
909,挺好用的，现在刚开始没有什么效果。,_,很不错,整体,正面
910,效果太不好了,配送,很快,物流,正面
911,囤货备用，大品牌，应该不错的,_,不错,整体,正面
912,妈妈说好用,_,是正品,真伪,正面
913,隔离真的好用,_,挺好的,整体,正面
914,面膜收到了，挺好用的，表妹推荐给我的，用完再回购,_,特别软,包装,中性
915,还好还好，和实体店差不多,物流,真是快,物流,正面
916,个人情况：干皮 持久情况：还可以，有点黏,_,物美价廉,价格,正面
917,清洁能力：清洁效果好，配套使用更加好,_,好评,整体,正面
918,淡淡的香味，保湿效果挺好，容易吸收，适合夏天用,遮暇效果,一点都没有,功效,负面
919,第一次购买，试用后挺细腻的能够很好的提亮肤色。以后就用这家的，隔离霜了。,_,不过敏,使用体验,正面
920,不知道这是第多少次买这个了，一直用，没有换过1。还行吧。,酒精味,好浓,使用体验,负面
921,不错，第一次买这隔离霜，?上好自然,_,超级好用,整体,正面
922,很好用，清透湿润，提亮肤色！,_,物美价廉,价格,正面
923,很好物美价廉很好物美价廉很好物美价廉很好,_,是正品,真伪,正面
924,帮朋友代拍的哦，产品好不好不知道，不过快递大哥人很好哦，朋友再三嘱咐给快递大哥个好评哈哈,_,好用,整体,正面
925,效果不错！就是有点稠，用彩妆蛋效果比较好！,_,水润,使用体验,正面
926,很不错，用的护肤品都是***的，面膜精华多,_,很快,物流,正面
927,快递速度很快，服务态度很好。,_,挺温和,使用体验,正面
928,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！,_,水润,使用体验,正面
929,还行，贴了个纸，soso，还好吧，就这样真好吧，撕了纸,_,很好,整体,正面
930,超级划算，那么多，还花不到一百块钱，还在继续用中，用了会好评的。,_,还可以,整体,正面
931,收的 已经用了一些，感觉不错 用完继续,_,不油不腻,使用体验,正面
932,收到了，买了好多，和姐妹们一起买的，都说好,速度,很快,物流,正面
933,太假了会掉粉还起皮，擦了跟没有擦一样的，失望,_,不错,整体,正面
934,一直在用***的护肤品，真心不错，还送了?妆水和化妆蛋,_,很划算,价格,正面
935,给女朋友买的，很好，很喜欢，希望效果也好?,_,很好,整体,正面
936,衣服收到了穿上很好看，质量也很好值这个价，会回购,_,一直用,整体,正面
937,还没开始用，看着还不错，用了后再来追评吧,_,挺不错,整体,正面
938,还是很显白的，效果挺好，喜欢的小伙伴们赶紧下手吧,保湿效果,真的不错,功效,正面
939,一直在用，不错,_,还可以,整体,正面
940,用起还可以，不过敏，实物与图片相符,_,有些干,使用体验,负面
941,很好用，买了很多，补水很好用，便宜优惠,酒精味,有点点,气味,中性
942,一直用这个牌子，使用效果还可以。,_,超级好用,整体,正面
943,是正品，活动划算，囤货的，一如既往,_,物美价廉,价格,正面
944,挺不错的。很轻薄。,_,超级好,整体,正面
945,个人情况：我是脸比较白的那种，没有感觉到有美白 吸收情况：吸收挺好的 整体描述：淡斑效果没感觉到，已经第三瓶了。 滋润及保湿：保湿还是可以,_,挺好用的,整体,正面
946,一直用感觉不错所以买霜试试,保湿度,强,功效,正面
947,迫不及待的试用了一下，很舒服，润润的棒棒哒！,_,是正品,整体,正面
948,面膜用着不错，大牌子值得信赖，,卡粉,不会有,使用体验,正面
949,洗过脸滑滑的,浮粉现象,不会有,使用体验,正面
950,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。,_,很香,气味,正面
951,使用了下，味道清新，还不错，也不油腻，会再来！,_,超好用,整体,正面
952,还没用，不知道是不是真品1，用后追评！,_,实惠,价格,正面
953,**产品送货快，产品质量有保证,_,挺好的,整体,正面
954,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。,_,不是正品,真伪,负面
955,还好吧，物流很给力，快递员态度很好，就是好小一支啊，好评吧,_,很好,整体,正面
956,超级好用，真的很喜欢，很喜欢这个牌子,_,不错,整体,正面
957,个人情况：中性批发 整体描述：包装完好，送了一块面膜，用着还行 清洁能力：洗不干净，不推荐使用,_,非常喜欢,整体,正面
958,垃圾东东白浪费运费卷,_,不错,整体,正面
959,没有多少面膜液，比以前用的差了很多，给五星是为了方便大家看到。不会再来买了,水分,很多,成分,正面
960,挺好的  就是物流有点慢  可能是因为偏吧,包装,差劲,包装,负面
961,买一送一价格非常合适，喜欢，用了跟舒服也很符合我的皮肤，还会再来买！！,精华,很多,成分,正面
962,水分多，速度快挺好的,_,超好用,整体,正面
963,跟bb霜一起买的，效果还是挺好的，挺服帖的。,_,物美价廉,价格,正面
964,收到就迫不及待的打开用了，不错，挺好的,_,很好用,整体,正面
965,面膜非常好用，已经不是一次买了，脸上比较滋润，下次还来买,涨价,太多了,价格,负面
966,买给妹妹的生日礼物女生都很喜欢会继续支持下去的,活动,不给力,价格,负面
967,用了两天了没有什么不舒服的感觉，查了一下是正品，不刺激皮肤，眼睛也不会刺痛,_,快捷,其他,正面
968,非常的不错，脸比较暗一点，擦了以后很自然。,_,方便,其他,正面
969,很好，味道也很好，用后效果很不错，超级喜欢，下次还会来的,_,不错,整体,正面
970,宝贝收到了，迫不及待打开包装，味道很好，晚上试试，卖家好有爱，买一份送一份哦，还会继续购买的哦！,_,特别好,整体,正面
971,已经在使用了，很满意，服贴不卡粉，很好。与哈利勒同学普通葡萄牙语哦什么加油站我说,_,很好,整体,正面
972,不错！挺好的,_,非常好,整体,正面
973,赠品很好，补水美白，好好好,_,很喜欢,整体,正面
974,还行吧 对我来说有点干 不知道为什么其他都还行的,_,特别实惠,价格,正面
975,买33片送20片，好大一包，试用了一下挺好用的，下次再来,物流,特别特别给力,物流,正面
976,买了好多**特别给力给快递五分,卖家服务态度,非常好,服务,正面
977,老品牌啦 效果比以前更好了,_,还可以,整体,正面
978,蛮好的，划算,_,水水的,使用体验,正面
979,面膜用了好久才来评价，很好用敷过之后水水润润的，又实惠，是一款很不错的面膜,遮瑕,还好,功效,正面
980,不油腻，好用,_,太干,使用体验,负面
981,收到了  面膜效果非常不错**发货也非常给力  赞一下,_,很好用,整体,正面
982,还不错，挺好用的是正品,_,很喜欢,整体,正面
983,买的自然色，还是有点白。不过挺保湿，对得起这个价位，**老客户！,_,很好,整体,正面
984,个人面膜还是不错的吧，第一次用哦。,补水效果,杠杠滴,功效,正面
985,听朋友介绍的说很好用就买来试试，价格也合适,补水效果,特别好,功效,正面
986,很不错的，看着包装比较好，很喜欢，只是还没有试用，防晒的看起来有点小,价格,优惠,价格,正面
987,回购的面膜，效果不错，还很便宜呢,物流,快,物流,正面
988,超级喜欢，微微一点白，薄薄的很舒服，以后还会购买,_,好评,整体,正面
989,商品是正品哦，质量棒棒哒，**的服务跟物流一样棒哦,味道,很喜欢,气味,正面
990,很好，朋友喜欢。**可以是保险的推荐，选择**！,价格,很划算,价格,正面
991,水水的，很舒服，很清爽,快递,_,物流,负面
992,非常好 很喜欢 细腻不油腻 很好用,_,很喜欢,整体,正面
993,终于没忍住，买了，味道很好闻，上妆效果很好，值得推荐，如果配点小赠品就更好了，！,物流,快,物流,正面
994,一直都用，非常棒，经济实惠，非常棒赠品好多包装挺好,包装,严实,包装,正面
995,贵呀,_,不错,整体,正面
996,还没用，看着不错，好评哦,_,挺好,整体,正面
997,我还是更喜欢用另一款洗面奶，这款还好,快递,及时,物流,正面
998,是假的，拿去检测了,快递,专业,物流,正面
999,面膜第一次用感觉没有多大效果，，继续使用看看，，稍后再来评论，,_,还可以,整体,正面
1000,用了好久才来追评，忘记了，非常满意，很喜欢，态度好，物流也特别快给满分,_,干净,功效,正面
1001,面膜试用了，效果很好，是正品，和实体店一样,味道,淡淡的,气味,正面
1002,滋润及保湿：?保思个啦,补水效果,不错,功效,正面
1003,首先不得不说99元买还有两个替换装很划算，其次今天试用了，味道很好闻，很自然。,透气性,很一般,使用体验,负面
1004,看起来不错还有赠品，希望是正品就好,_,泛白,使用体验,负面
1005,看着还可以 还没有用,_,不持妆,使用体验,负面
1006,很服帖，精华液也多，用完皮肤滑滑的嫩嫩的,_,实惠,价格,正面
1007,还不错，包装完整，挺清爽的,速度,很快,物流,正面
1008,非常喜欢，物超所值。超赞，物流还常快，商家服务好。?,清洗,很容易,功效,正面
1009,以前一直用的是***的，这次换成了***的，这款比***的粘稠些，也挺好用的，也很好推开，好评。,_,便宜,价格,正面
